Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Islas;Indicadores de renta media;Periodo;Total
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por hogar;2022;42.995
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por hogar;2021;40.445
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por hogar;2020;38.782
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por hogar;2019;38.620
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por hogar;2018;37.083
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por hogar;2017;35.551
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por hogar;2016;34.566
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por hogar;2015;33.717
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por persona;2023;12.422
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por persona;2022;11.614
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por persona;2021;10.998
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por persona;2020;10.533
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por persona;2019;10.413
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por persona;2018;9.955
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por persona;2017;9.512
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por persona;2016;9.085
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por persona;2015;8.845
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por hogar;2023;32.711
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por hogar;2022;30.626
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por hogar;2021;28.990
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por hogar;2020;27.906
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por hogar;2019;27.705
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por hogar;2018;26.489
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por hogar;2017;25.374
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por hogar;2016;24.502
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por hogar;2015;23.767
Total Nacional;Castilla - La Mancha;Toledo;;Media de la renta por unidad de consumo;2023;18.627
Total Nacional;Castilla - La Mancha;Toledo;;Media de la renta por unidad de consumo;2022;17.601
Total Nacional;Castilla - La Mancha;Toledo;;Media de la renta por unidad de consumo;2021;16.685
Total Nacional;Castilla - La Mancha;Toledo;;Media de la renta por unidad de consumo;2020;15.995
Total Nacional;Castilla - La Mancha;Toledo;;Media de la renta por unidad de consumo;2019;15.851
Total Nacional;Castilla - La Mancha;Toledo;;Media de la renta por unidad de consumo;2018;15.164
Total Nacional;Castilla - La Mancha;Toledo;;Media de la renta por unidad de consumo;2017;14.508
Total Nacional;Castilla - La Mancha;Toledo;;Media de la renta por unidad de consumo;2016;13.874
Total Nacional;Castilla - La Mancha;Toledo;;Media de la renta por unidad de consumo;2015;13.497
Total Nacional;Castilla - La Mancha;Toledo;;Mediana de la renta por unidad de consumo;2023;16.450
Total Nacional;Castilla - La Mancha;Toledo;;Mediana de la renta por unidad de consumo;2022;15.750
Total Nacional;Castilla - La Mancha;Toledo;;Mediana de la renta por unidad de consumo;2021;15.050
Total Nacional;Castilla - La Mancha;Toledo;;Mediana de la renta por unidad de consumo;2020;14.350
Total Nacional;Castilla - La Mancha;Toledo;;Mediana de la renta por unidad de consumo;2019;13.650
Total Nacional;Castilla - La Mancha;Toledo;;Mediana de la renta por unidad de consumo;2018;12.950
Total Nacional;Castilla - La Mancha;Toledo;;Mediana de la renta por unidad de consumo;2017;12.250
Total Nacional;Castilla - La Mancha;Toledo;;Mediana de la renta por unidad de consumo;2016;12.250
Total Nacional;Castilla - La Mancha;Toledo;;Mediana de la renta por unidad de consumo;2015;11.550
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por persona;2023;14.810
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por persona;2022;13.783
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por persona;2021;12.986
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por persona;2020;12.358
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por persona;2019;12.183
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por persona;2018;11.617
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por persona;2017;11.079
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por persona;2016;10.538
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por persona;2015;10.239
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por hogar;2023;38.997
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por hogar;2022;36.344
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por hogar;2021;34.229
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por hogar;2020;32.742
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por hogar;2019;32.415
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por hogar;2018;30.911
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por hogar;2017;29.556
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por hogar;2016;28.422
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por hogar;2015;27.511
Total Nacional;Cataluña;;;Renta neta media por persona;2023;16.461
Total Nacional;Cataluña;;;Renta neta media por persona;2022;15.519
Total Nacional;Cataluña;;;Renta neta media por persona;2021;14.764
Total Nacional;Cataluña;;;Renta neta media por persona;2020;14.161
Total Nacional;Cataluña;;;Renta neta media por persona;2019;14.125
Total Nacional;Cataluña;;;Renta neta media por persona;2018;13.666
Total Nacional;Cataluña;;;Renta neta media por persona;2017;13.109
Total Nacional;Cataluña;;;Renta neta media por persona;2016;12.728
Total Nacional;Cataluña;;;Renta neta media por persona;2015;12.352
Total Nacional;Cataluña;;;Renta neta media por hogar;2023;42.671
Total Nacional;Cataluña;;;Renta neta media por hogar;2022;40.106
Total Nacional;Cataluña;;;Renta neta media por hogar;2021;38.149
Total Nacional;Cataluña;;;Renta neta media por hogar;2020;36.874
Total Nacional;Cataluña;;;Renta neta media por hogar;2019;36.990
Total Nacional;Cataluña;;;Renta neta media por hogar;2018;35.677
Total Nacional;Cataluña;;;Renta neta media por hogar;2017;34.152
Total Nacional;Cataluña;;;Renta neta media por hogar;2016;33.342
Total Nacional;Cataluña;;;Renta neta media por hogar;2015;32.317
Total Nacional;Cataluña;;;Media de la renta por unidad de consumo;2023;24.507
Total Nacional;Cataluña;;;Media de la renta por unidad de consumo;2022;23.345
Total Nacional;Cataluña;;;Media de la renta por unidad de consumo;2021;22.258
Total Nacional;Cataluña;;;Media de la renta por unidad de consumo;2020;21.334
Total Nacional;Cataluña;;;Media de la renta por unidad de consumo;2019;21.385
Total Nacional;Cataluña;;;Media de la renta por unidad de consumo;2018;20.701
Total Nacional;Cataluña;;;Media de la renta por unidad de consumo;2017;19.840
Total Nacional;Cataluña;;;Media de la renta por unidad de consumo;2016;19.276
Total Nacional;Cataluña;;;Media de la renta por unidad de consumo;2015;18.716
Total Nacional;Cataluña;;;Mediana de la renta por unidad de consumo;2023;21.350
Total Nacional;Cataluña;;;Mediana de la renta por unidad de consumo;2022;19.950
Total Nacional;Cataluña;;;Mediana de la renta por unidad de consumo;2021;19.250
Total Nacional;Cataluña;;;Mediana de la renta por unidad de consumo;2020;18.550
Total Nacional;Cataluña;;;Mediana de la renta por unidad de consumo;2019;18.550
Total Nacional;Cataluña;;;Mediana de la renta por unidad de consumo;2018;17.850
Total Nacional;Cataluña;;;Mediana de la renta por unidad de consumo;2017;17.150
Total Nacional;Cataluña;;;Mediana de la renta por unidad de consumo;2016;16.450
Total Nacional;Cataluña;;;Mediana de la renta por unidad de consumo;2015;16.450
Total Nacional;Cataluña;;;Renta bruta media por persona;2023;20.758
Total Nacional;Cataluña;;;Renta bruta media por persona;2022;19.498
Total Nacional;Cataluña;;;Renta bruta media por persona;2021;18.428
Total Nacional;Cataluña;;;Renta bruta media por persona;2020;17.468
Total Nacional;Cataluña;;;Renta bruta media por persona;2019;17.459
Total Nacional;Cataluña;;;Renta bruta media por persona;2018;16.873
Total Nacional;Cataluña;;;Renta bruta media por persona;2017;16.137
Total Nacional;Cataluña;;;Renta bruta media por persona;2016;15.568
Total Nacional;Cataluña;;;Renta bruta media por persona;2015;15.056
Total Nacional;Cataluña;;;Renta bruta media por hogar;2023;53.807
Total Nacional;Cataluña;;;Renta bruta media por hogar;2022;50.387
Total Nacional;Cataluña;;;Renta bruta media por hogar;2021;47.615
Total Nacional;Cataluña;;;Renta bruta media por hogar;2020;45.486
Total Nacional;Cataluña;;;Renta bruta media por hogar;2019;45.720
Total Nacional;Cataluña;;;Renta bruta media por hogar;2018;44.050
Total Nacional;Cataluña;;;Renta bruta media por hogar;2017;42.041
Total Nacional;Cataluña;;;Renta bruta media por hogar;2016;40.779
Total Nacional;Cataluña;;;Renta bruta media por hogar;2015;39.392
Total Nacional;Cataluña;Barcelona;;Renta neta media por persona;2023;17.062
Total Nacional;Cataluña;Barcelona;;Renta neta media por persona;2022;16.105
Total Nacional;Cataluña;Barcelona;;Renta neta media por persona;2021;15.297
Total Nacional;Cataluña;Barcelona;;Renta neta media por persona;2020;14.676
Total Nacional;Cataluña;Barcelona;;Renta neta media por persona;2019;14.656
Total Nacional;Cataluña;Barcelona;;Renta neta media por persona;2018;14.198
Total Nacional;Cataluña;Barcelona;;Renta neta media por persona;2017;13.622
Total Nacional;Cataluña;Barcelona;;Renta neta media por persona;2016;13.256
Total Nacional;Cataluña;Barcelona;;Renta neta media por persona;2015;12.853
Total Nacional;Cataluña;Barcelona;;Renta neta media por hogar;2023;44.243
Total Nacional;Cataluña;Barcelona;;Renta neta media por hogar;2022;41.594
Total Nacional;Cataluña;Barcelona;;Renta neta media por hogar;2021;39.511
Total Nacional;Cataluña;Barcelona;;Renta neta media por hogar;2020;38.226
Total Nacional;Cataluña;Barcelona;;Renta neta media por hogar;2019;38.386
Total Nacional;Cataluña;Barcelona;;Renta neta media por hogar;2018;37.044
Total Nacional;Cataluña;Barcelona;;Renta neta media por hogar;2017;35.469
Total Nacional;Cataluña;Barcelona;;Renta neta media por hogar;2016;34.679
Total Nacional;Cataluña;Barcelona;;Renta neta media por hogar;2015;33.620
Total Nacional;Cataluña;Barcelona;;Media de la renta por unidad de consumo;2023;25.418
Total Nacional;Cataluña;Barcelona;;Media de la renta por unidad de consumo;2022;24.224
Total Nacional;Cataluña;Barcelona;;Media de la renta por unidad de consumo;2021;23.061
Total Nacional;Cataluña;Barcelona;;Media de la renta por unidad de consumo;2020;22.115
Total Nacional;Cataluña;Barcelona;;Media de la renta por unidad de consumo;2019;22.198
Total Nacional;Cataluña;Barcelona;;Media de la renta por unidad de consumo;2018;21.512
Total Nacional;Cataluña;Barcelona;;Media de la renta por unidad de consumo;2017;20.615
Total Nacional;Cataluña;Barcelona;;Media de la renta por unidad de consumo;2016;20.076
Total Nacional;Cataluña;Barcelona;;Media de la renta por unidad de consumo;2015;19.475
Total Nacional;Cataluña;Barcelona;;Mediana de la renta por unidad de consumo;2023;22.050
Total Nacional;Cataluña;Barcelona;;Mediana de la renta por unidad de consumo;2022;20.650
Total Nacional;Cataluña;Barcelona;;Mediana de la renta por unidad de consumo;2021;19.950
Total Nacional;Cataluña;Barcelona;;Mediana de la renta por unidad de consumo;2020;19.250
Total Nacional;Cataluña;Barcelona;;Mediana de la renta por unidad de consumo;2019;19.250
Total Nacional;Cataluña;Barcelona;;Mediana de la renta por unidad de consumo;2018;18.550
Total Nacional;Cataluña;Barcelona;;Mediana de la renta por unidad de consumo;2017;17.850
Total Nacional;Cataluña;Barcelona;;Mediana de la renta por unidad de consumo;2016;17.150
Total Nacional;Cataluña;Barcelona;;Mediana de la renta por unidad de consumo;2015;16.450
Total Nacional;Cataluña;Barcelona;;Renta bruta media por persona;2023;21.677
Total Nacional;Cataluña;Barcelona;;Renta bruta media por persona;2022;20.383
Total Nacional;Cataluña;Barcelona;;Renta bruta media por persona;2021;19.220
Total Nacional;Cataluña;Barcelona;;Renta bruta media por persona;2020;18.227
Total Nacional;Cataluña;Barcelona;;Renta bruta media por persona;2019;18.250
Total Nacional;Cataluña;Barcelona;;Renta bruta media por persona;2018;17.659
Total Nacional;Cataluña;Barcelona;;Renta bruta media por persona;2017;16.889
Total Nacional;Cataluña;Barcelona;;Renta bruta media por persona;2016;16.324
Total Nacional;Cataluña;Barcelona;;Renta bruta media por persona;2015;15.766
Total Nacional;Cataluña;Barcelona;;Renta bruta media por hogar;2023;56.212
Total Nacional;Cataluña;Barcelona;;Renta bruta media por hogar;2022;52.640
Total Nacional;Cataluña;Barcelona;;Renta bruta media por hogar;2021;49.646
Total Nacional;Cataluña;Barcelona;;Renta bruta media por hogar;2020;47.473
Total Nacional;Cataluña;Barcelona;;Renta bruta media por hogar;2019;47.799
Total Nacional;Cataluña;Barcelona;;Renta bruta media por hogar;2018;46.076
Total Nacional;Cataluña;Barcelona;;Renta bruta media por hogar;2017;43.976
Total Nacional;Cataluña;Barcelona;;Renta bruta media por hogar;2016;42.705
Total Nacional;Cataluña;Barcelona;;Renta bruta media por hogar;2015;41.240
Total Nacional;Cataluña;Girona;;Renta neta media por persona;2023;15.130
Total Nacional;Cataluña;Girona;;Renta neta media por persona;2022;14.176
Total Nacional;Cataluña;Girona;;Renta neta media por persona;2021;13.485
Total Nacional;Cataluña;Girona;;Renta neta media por persona;2020;12.865
Total Nacional;Cataluña;Girona;;Renta neta media por persona;2019;12.843
Total Nacional;Cataluña;Girona;;Renta neta media por persona;2018;12.355
Total Nacional;Cataluña;Girona;;Renta neta media por persona;2017;11.841
Total Nacional;Cataluña;Girona;;Renta neta media por persona;2016;11.409
Total Nacional;Cataluña;Girona;;Renta neta media por persona;2015;11.095
Total Nacional;Cataluña;Girona;;Renta neta media por hogar;2023;40.105
Total Nacional;Cataluña;Girona;;Renta neta media por hogar;2022;37.444
Total Nacional;Cataluña;Girona;;Renta neta media por hogar;2021;35.585
Total Nacional;Cataluña;Girona;;Renta neta media por hogar;2020;34.212
Total Nacional;Cataluña;Girona;;Renta neta media por hogar;2019;34.301
Total Nacional;Cataluña;Girona;;Renta neta media por hogar;2018;32.943
Total Nacional;Cataluña;Girona;;Renta neta media por hogar;2017;31.537
Total Nacional;Cataluña;Girona;;Renta neta media por hogar;2016;30.536
Total Nacional;Cataluña;Girona;;Renta neta media por hogar;2015;29.514
Total Nacional;Cataluña;Girona;;Media de la renta por unidad de consumo;2023;22.590
Total Nacional;Cataluña;Girona;;Media de la renta por unidad de consumo;2022;21.457
Total Nacional;Cataluña;Girona;;Media de la renta por unidad de consumo;2021;20.429
Total Nacional;Cataluña;Girona;;Media de la renta por unidad de consumo;2020;19.483
Total Nacional;Cataluña;Girona;;Media de la renta por unidad de consumo;2019;19.505
Total Nacional;Cataluña;Girona;;Media de la renta por unidad de consumo;2018;18.795
Total Nacional;Cataluña;Girona;;Media de la renta por unidad de consumo;2017;18.005
Total Nacional;Cataluña;Girona;;Media de la renta por unidad de consumo;2016;17.359
Total Nacional;Cataluña;Girona;;Media de la renta por unidad de consumo;2015;16.870
Total Nacional;Cataluña;Girona;;Mediana de la renta por unidad de consumo;2023;19.950
Total Nacional;Cataluña;Girona;;Mediana de la renta por unidad de consumo;2022;18.550
Total Nacional;Cataluña;Girona;;Mediana de la renta por unidad de consumo;2021;17.850
Total Nacional;Cataluña;Girona;;Mediana de la renta por unidad de consumo;2020;17.150
Total Nacional;Cataluña;Girona;;Mediana de la renta por unidad de consumo;2019;17.150
Total Nacional;Cataluña;Girona;;Mediana de la renta por unidad de consumo;2018;16.450
Total Nacional;Cataluña;Girona;;Mediana de la renta por unidad de consumo;2017;15.750
